title,reporting_organisation,iati_identifier,sector_code,sector_name,start_actual,end_actual,recipient_country,recipient_country_code,position,budget_date,budget_amount
ICRC appell 2007,Sweden,SE-0-SE-6-7400314201-UGA-72010,72010,Material relief assistance and services,1/1/2007,9/28/2008,UGANDA,UG,,1/1/2007,1509433.962
UNICEF FN-appell 2007,Sweden,SE-0-SE-6-7400314601-UGA-72010,72010,Material relief assistance and services,1/1/2007,6/28/2011,UGANDA,UG,,1/1/2007,2963596.004
OCHA FN-appell 2007,Sweden,SE-0-SE-6-7400314701-UGA-72010,72010,Material relief assistance and services,1/1/2007,3/28/2009,UGANDA,UG,,1/1/2007,591268.9604
NRC Norweg Refugee Counc,Sweden,SE-0-SE-6-7400315601-UGA-72010,72010,Material relief assistance and services,1/1/2007,9/28/2008,UGANDA,UG,,1/1/2007,852386.2375
FAO CAP Uganda 2007,Sweden,SE-0-SE-6-7400316501-UGA-72010,72010,Material relief assistance and services,1/1/2007,12/28/2009,UGANDA,UG,,1/1/2007,1183869.774
UNDP CAP Uganda 2007,Sweden,SE-0-SE-6-7400316601-UGA-72010,72010,Material relief assistance and services,1/1/2007,3/28/2011,UGANDA,UG,,1/1/2008,1347365.9
UNFPA CAP Uganda 2007,Sweden,SE-0-SE-6-7400316701-UGA-72010,72010,Material relief assistance and services,1/1/2007,3/28/2009,UGANDA,UG,,1/1/2007,591934.8872
UNHCR CAP Uganda 2007,Sweden,SE-0-SE-6-7400316801-UGA-72010,72010,Material relief assistance and services,1/1/2007,3/28/2009,UGANDA,UG,,1/1/2007,1479837.218
WHO CAP Uganda,Sweden,SE-0-SE-6-7400316901-UGA-72010,72010,Material relief assistance and services,1/1/2007,3/28/2010,UGANDA,UG,,1/1/2007,2219755.827
SRK IFRC 2007-2008,Sweden,SE-0-SE-6-7400320601-UGA-72010,72010,Material relief assistance and services,1/1/2007,3/28/2010,UGANDA,UG,,1/1/2007,346992.2309
SRK IFRC 2007-2008,Sweden,SE-0-SE-6-7400320601-UGA-72010,72010,Material relief assistance and services,1/1/2007,3/28/2010,UGANDA,UG,,1/1/2008,422174.6486
Spec Ass Confl JLOS UGA,Sweden,SE-0-SE-6-7400321001-UGA-15210,15210,Security system management and reform,4/1/2007,10/28/2007,UGANDA,UG,,1/1/2007,18573.14095
Juba Initiative - OCHA,Sweden,SE-0-SE-6-7400323801-UGA-15220,15220,"Civilian peace-building, conflict prevention and resolution",5/1/2007,2/28/2010,UGANDA,UG,,1/1/2007,1479837.218
Juba Initiative - OCHA,Sweden,SE-0-SE-6-7400323801-UGA-15220,15220,"Civilian peace-building, conflict prevention and resolution",5/1/2007,2/28/2010,UGANDA,UG,,1/1/2008,179648.7866
SRK 2007 tillägg smärre h,Sweden,SE-0-SE-6-7400325601-UGA-72010,72010,Material relief assistance and services,1/1/2007,3/28/2010,UGANDA,UG,,1/1/2007,494028.8568
SRK 2007 tillägg smärre h,Sweden,SE-0-SE-6-7400325601-UGA-72010,72010,Material relief assistance and services,1/1/2007,3/28/2010,UGANDA,UG,,1/1/2008,437310.0588
Uganda Unicef app 07,Sweden,SE-0-SE-6-7400327601-UGA-72010,72010,Material relief assistance and services,10/1/2007,12/28/2009,UGANDA,UG,,1/1/2007,887902.3307
Frame Naturskydds 2008,Sweden,SE-0-SE-6-7400328001-UGA-43040,43040,Rural development,1/1/2008,6/28/2009,UGANDA,UG,,1/1/2008,6587.122176
Frame Naturskydds 2008,Sweden,SE-0-SE-6-7400328001-UGA-99810,99810,Sectors not specified,1/1/2008,6/28/2009,UGANDA,UG,,1/1/2008,898.243933
SMR ramavtal 2008,Sweden,SE-0-SE-6-7400329001-UGA-12220,12220,Basic health care,1/1/2008,5/28/2010,UGANDA,UG,,1/1/2008,41295.86658
SMR ramavtal 2008,Sweden,SE-0-SE-6-7400329001-UGA-13040,13040,STD control including HIV/AIDS,1/1/2008,5/28/2010,UGANDA,UG,,1/1/2008,59720.19701
SMR ramavtal 2008,Sweden,SE-0-SE-6-7400329001-UGA-15150,15150,Strengthening civil society,1/1/2008,5/28/2010,UGANDA,UG,,1/1/2008,238880.4886
SMR ramavtal 2008,Sweden,SE-0-SE-6-7400329001-UGA-15220,15220,"Civilian peace-building, conflict prevention and resolution",1/1/2008,5/28/2010,UGANDA,UG,,1/1/2008,53366.91768
SMR ramavtal 2008,Sweden,SE-0-SE-6-7400329001-UGA-16030,16030,Housing policy and administrative management,1/1/2008,5/28/2010,UGANDA,UG,,1/1/2008,10165.12718
SMR ramavtal 2008,Sweden,SE-0-SE-6-7400329001-UGA-24040,24040,Informal/semi-formal financial intermediaries,1/1/2008,5/28/2010,UGANDA,UG,,1/1/2008,21600.9701
SMR ramavtal 2008,Sweden,SE-0-SE-6-7400329001-UGA-43040,43040,Rural development,1/1/2008,5/28/2010,UGANDA,UG,,1/1/2008,23506.89402
SMR ramavtal 2008,Sweden,SE-0-SE-6-7400329001-UGA-43081,43081,Multisector education/training,1/1/2008,5/28/2010,UGANDA,UG,,1/1/2008,85133.01496
SMR ramavtal 2008,Sweden,SE-0-SE-6-7400329001-UGA-99810,99810,Sectors not specified,1/1/2008,5/28/2010,UGANDA,UG,,1/1/2008,63532.04485
SMR ramavtal 2008,Sweden,SE-0-SE-6-7400329001-UGA-99820,99820,Promotion of development awareness,1/1/2008,5/28/2010,UGANDA,UG,,1/1/2008,38119.22691
Sv kyrkan ramavtal 2008,Sweden,SE-0-SE-6-7400329101-UGA-12220,12220,Basic health care,1/1/2008,6/28/2009,UGANDA,UG,,1/1/2008,2253.394613
Sv kyrkan ramavtal 2008,Sweden,SE-0-SE-6-7400329101-UGA-13040,13040,STD control including HIV/AIDS,1/1/2008,6/28/2009,UGANDA,UG,,1/1/2008,2534.994086
Sv kyrkan ramavtal 2008,Sweden,SE-0-SE-6-7400329101-UGA-15150,15150,Strengthening civil society,1/1/2008,6/28/2009,UGANDA,UG,,1/1/2008,49668.09887
Sv kyrkan ramavtal 2008,Sweden,SE-0-SE-6-7400329101-UGA-15220,15220,"Civilian peace-building, conflict prevention and resolution",1/1/2008,6/28/2009,UGANDA,UG,,1/1/2008,6102.818988
Sv kyrkan ramavtal 2008,Sweden,SE-0-SE-6-7400329101-UGA-24040,24040,Informal/semi-formal financial intermediaries,1/1/2008,6/28/2009,UGANDA,UG,,1/1/2008,11266.82336
Sv kyrkan ramavtal 2008,Sweden,SE-0-SE-6-7400329101-UGA-43040,43040,Rural development,1/1/2008,6/28/2009,UGANDA,UG,,1/1/2008,6947.916822
Sv kyrkan ramavtal 2008,Sweden,SE-0-SE-6-7400329101-UGA-43081,43081,Multisector education/training,1/1/2008,6/28/2009,UGANDA,UG,,1/1/2008,11172.95687
Sv kyrkan ramavtal 2008,Sweden,SE-0-SE-6-7400329101-UGA-99810,99810,Sectors not specified,1/1/2008,6/28/2009,UGANDA,UG,,1/1/2008,3943.440573
ICRC appeal 2008,Sweden,SE-0-SE-6-7400331001-UGA-72010,72010,Material relief assistance and services,1/1/2008,9/28/2009,UGANDA,UG,,1/1/2008,1407503.331
ICRC appeal 2008,Sweden,SE-0-SE-6-7400331001-UGA-72010,72010,Material relief assistance and services,1/1/2008,9/28/2009,UGANDA,UG,,1/1/2009,99879.45809
ICRC appeal 2008,Sweden,SE-0-SE-6-7400331001-UGA-72040,72040,Emergency food aid,1/1/2008,9/28/2009,UGANDA,UG,,1/1/2008,1407503.331
ICRC appeal 2008,Sweden,SE-0-SE-6-7400331001-UGA-72040,72040,Emergency food aid,1/1/2008,9/28/2009,UGANDA,UG,,1/1/2009,99879.45809
ICRC appeal 2008,Sweden,SE-0-SE-6-7400331001-UGA-72050,72050,Relief co-ordination; protection and support services,1/1/2008,9/28/2009,UGANDA,UG,,1/1/2008,1450154.947
ICRC appeal 2008,Sweden,SE-0-SE-6-7400331001-UGA-72050,72050,Relief co-ordination; protection and support services,1/1/2008,9/28/2009,UGANDA,UG,,1/1/2009,102906.1083
FAO CAP Uganda,Sweden,SE-0-SE-6-7400332701-UGA-72010,72010,Material relief assistance and services,1/1/2008,10/28/2010,UGANDA,UG,,1/1/2008,1796487.866
Unicef FN Appell 2008,Sweden,SE-0-SE-6-7400333201-UGA-72010,72010,Material relief assistance and services,1/1/2008,12/28/2010,UGANDA,UG,,1/1/2008,2999236.493
SRV FIN RAM 2007,Sweden,SE-0-SE-6-7400333301-UGA-15230,15230,Post-conflict peace-building (UN),1/1/2007,7/28/2009,UGANDA,UG,,1/1/2007,85167.59156
SRV FIN RAM 2007,Sweden,SE-0-SE-6-7400333301-UGA-72010,72010,Material relief assistance and services,1/1/2007,7/28/2009,UGANDA,UG,,1/1/2007,89269.70033
SRV FIN RAM 2007,Sweden,SE-0-SE-6-7400333301-UGA-72050,72050,Relief co-ordination; protection and support services,1/1/2007,7/28/2009,UGANDA,UG,,1/1/2007,20901.22087
OCHA FN Appell 2008,Sweden,SE-0-SE-6-7400333401-UGA-72010,72010,Material relief assistance and services,1/1/2008,6/28/2010,UGANDA,UG,,1/1/2008,903034.5674
UNFPA CAP Uganda 2008,Sweden,SE-0-SE-6-7400334901-UGA-72010,72010,Material relief assistance and services,1/1/2008,3/28/2010,UGANDA,UG,,1/1/2008,898243.9331
UNHCR CAP Uganda 2008,Sweden,SE-0-SE-6-7400335001-UGA-72010,72010,Material relief assistance and services,1/1/2008,3/28/2010,UGANDA,UG,,1/1/2008,1646780.544
WHO CAP Uganda 2008,Sweden,SE-0-SE-6-7400335101-UGA-72010,72010,Material relief assistance and services,1/1/2008,3/28/2011,UGANDA,UG,,1/1/2008,2245609.833
"NRC - Ref, IDPs Africa",Sweden,SE-0-SE-6-7400338401-UGA-72010,72010,Material relief assistance and services,1/1/2008,3/28/2010,UGANDA,UG,,1/1/2008,862314.1758
"Oxfam GB, Livelihood Supp",Sweden,SE-0-SE-6-7400338501-UGA-72010,72010,Material relief assistance and services,6/1/2008,12/28/2011,UGANDA,UG,,1/1/2008,1347365.9
"Oxfam GB, Livelihood Supp",Sweden,SE-0-SE-6-7400338501-UGA-72010,72010,Material relief assistance and services,6/1/2008,12/28/2011,UGANDA,UG,,1/1/2009,1179214.381
Diakonia ram EO 2007,Sweden,SE-0-SE-6-7400388901-UGA-15150,15150,Strengthening civil society,12/1/2006,7/28/2008,UGANDA,UG,,1/1/2007,86492.34184
Diakonia ram EO 2007,Sweden,SE-0-SE-6-7400388901-UGA-15220,15220,"Civilian peace-building, conflict prevention and resolution",12/1/2006,7/28/2008,UGANDA,UG,,1/1/2007,4081.982981
Diakonia ram EO 2007,Sweden,SE-0-SE-6-7400388901-UGA-99810,99810,Sectors not specified,12/1/2006,7/28/2008,UGANDA,UG,,1/1/2007,19747.68775
SHIA ram syd 2003,Sweden,SE-0-SE-6-7400673001-UGA-11110,11110,Education policy and administrative management,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2003,6909.669352
SHIA ram syd 2003,Sweden,SE-0-SE-6-7400673001-UGA-11110,11110,Education policy and administrative management,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2004,-40.430166
SHIA ram syd 2003,Sweden,SE-0-SE-6-7400673001-UGA-12191,12191,Medical services,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2003,1519.416694
SHIA ram syd 2003,Sweden,SE-0-SE-6-7400673001-UGA-12191,12191,Medical services,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2004,-8.848352
SHIA ram syd 2003,Sweden,SE-0-SE-6-7400673001-UGA-13040,13040,STD control including HIV/AIDS,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2003,307.49805
SHIA ram syd 2003,Sweden,SE-0-SE-6-7400673001-UGA-13040,13040,STD control including HIV/AIDS,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2004,-1.76967
SHIA ram syd 2003,Sweden,SE-0-SE-6-7400673001-UGA-15110,15110,Economic and development policy/planning,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2003,9044.082148
SHIA ram syd 2003,Sweden,SE-0-SE-6-7400673001-UGA-15110,15110,Economic and development policy/planning,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2004,-52.953988
SHIA ram syd 2003,Sweden,SE-0-SE-6-7400673001-UGA-99810,99810,Sectors not specified,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2003,307.49805
SHIA ram syd 2003,Sweden,SE-0-SE-6-7400673001-UGA-99810,99810,Sectors not specified,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2004,-1.76967
Sv kyrkan ram syd 2003,Sweden,SE-0-SE-6-7400673401-UGA-11110,11110,Education policy and administrative management,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2003,18672.08873
Sv kyrkan ram syd 2003,Sweden,SE-0-SE-6-7400673401-UGA-11110,11110,Education policy and administrative management,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2004,-250.068064
Sv kyrkan ram syd 2003,Sweden,SE-0-SE-6-7400673401-UGA-12110,12110,Health policy and administrative management,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2003,8828.684963
Sv kyrkan ram syd 2003,Sweden,SE-0-SE-6-7400673401-UGA-12110,12110,Health policy and administrative management,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2004,-118.159542
Sv kyrkan ram syd 2003,Sweden,SE-0-SE-6-7400673401-UGA-13040,13040,STD control including HIV/AIDS,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2003,3044.404005
Sv kyrkan ram syd 2003,Sweden,SE-0-SE-6-7400673401-UGA-13040,13040,STD control including HIV/AIDS,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2004,-40.702423
Sv kyrkan ram syd 2003,Sweden,SE-0-SE-6-7400673401-UGA-15110,15110,Economic and development policy/planning,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2003,30849.58097
Sv kyrkan ram syd 2003,Sweden,SE-0-SE-6-7400673401-UGA-15110,15110,Economic and development policy/planning,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2004,-413.013885
Sv kyrkan ram syd 2003,Sweden,SE-0-SE-6-7400673401-UGA-16010,16010,Social/ welfare services,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2003,1826.667161
Sv kyrkan ram syd 2003,Sweden,SE-0-SE-6-7400673401-UGA-16010,16010,Social/ welfare services,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2004,-24.50313
Sv kyrkan ram syd 2003,Sweden,SE-0-SE-6-7400673401-UGA-24010,24010,Financial policy and administrative management,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2003,23340.14187
Sv kyrkan ram syd 2003,Sweden,SE-0-SE-6-7400673401-UGA-24010,24010,Financial policy and administrative management,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2004,-312.551048
Sv kyrkan ram syd 2003,Sweden,SE-0-SE-6-7400673401-UGA-43010,43010,Multisector aid,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2003,14308.56266
Sv kyrkan ram syd 2003,Sweden,SE-0-SE-6-7400673401-UGA-43010,43010,Multisector aid,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2004,-191.668935
Sv kyrkan ram syd 2003,Sweden,SE-0-SE-6-7400673401-UGA-99810,99810,Sectors not specified,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2003,608.930317
Sv kyrkan ram syd 2003,Sweden,SE-0-SE-6-7400673401-UGA-99810,99810,Sectors not specified,1/1/2003,6/28/2004,UGANDA,UG,,1/1/2004,-8.16771
SHIA ram syd 2005-06,Sweden,SE-0-SE-6-7430002201-UGA-12220,12220,Basic health care,1/1/2005,6/28/2007,UGANDA,UG,,1/1/2005,5259.755901
SHIA ram syd 2005-06,Sweden,SE-0-SE-6-7430002201-UGA-12220,12220,Basic health care,1/1/2005,6/28/2007,UGANDA,UG,,1/1/2006,5172.582154
SHIA ram syd 2005-06,Sweden,SE-0-SE-6-7430002201-UGA-13040,13040,STD control including HIV/AIDS,1/1/2005,6/28/2007,UGANDA,UG,,1/1/2005,3506.503934
SHIA ram syd 2005-06,Sweden,SE-0-SE-6-7430002201-UGA-13040,13040,STD control including HIV/AIDS,1/1/2005,6/28/2007,UGANDA,UG,,1/1/2006,3448.388103
SHIA ram syd 2005-06,Sweden,SE-0-SE-6-7430002201-UGA-15150,15150,Strengthening civil society,1/1/2005,6/28/2007,UGANDA,UG,,1/1/2005,151657.2989
SHIA ram syd 2005-06,Sweden,SE-0-SE-6-7430002201-UGA-15150,15150,Strengthening civil society,1/1/2005,6/28/2007,UGANDA,UG,,1/1/2006,149141.9039
SHIA ram syd 2005-06,Sweden,SE-0-SE-6-7430002201-UGA-16030,16030,Housing policy and administrative management,1/1/2005,6/28/2007,UGANDA,UG,,1/1/2005,4163.99015
SHIA ram syd 2005-06,Sweden,SE-0-SE-6-7430002201-UGA-16030,16030,Housing policy and administrative management,1/1/2005,6/28/2007,UGANDA,UG,,1/1/2006,4094.910013
SHIA ram syd 2005-06,Sweden,SE-0-SE-6-7430002201-UGA-24040,24040,Informal/semi-formal financial intermediaries,1/1/2005,6/28/2007,UGANDA,UG,,1/1/2005,876.692896
SHIA ram syd 2005-06,Sweden,SE-0-SE-6-7430002201-UGA-24040,24040,Informal/semi-formal financial intermediaries,1/1/2005,6/28/2007,UGANDA,UG,,1/1/2006,862.029213
SHIA ram syd 2005-06,Sweden,SE-0-SE-6-7430002201-UGA-43010,43010,Multisector aid,1/1/2005,6/28/2007,UGANDA,UG,,1/1/2005,17094.37396
SHIA ram syd 2005-06,Sweden,SE-0-SE-6-7430002201-UGA-43010,43010,Multisector aid,1/1/2005,6/28/2007,UGANDA,UG,,1/1/2006,16810.79028
SHIA ram syd 2005-06,Sweden,SE-0-SE-6-7430002201-UGA-43081,43081,Multisector education/training,1/1/2005,6/28/2007,UGANDA,UG,,1/1/2005,27613.88577
SHIA ram syd 2005-06,Sweden,SE-0-SE-6-7430002201-UGA-43081,43081,Multisector education/training,1/1/2005,6/28/2007,UGANDA,UG,,1/1/2006,27155.95459
SHIA ram syd 2005-06,Sweden,SE-0-SE-6-7430002201-UGA-99810,99810,Sectors not specified,1/1/2005,6/28/2007,UGANDA,UG,,1/1/2005,8985.466516
SHIA ram syd 2005-06,Sweden,SE-0-SE-6-7430002201-UGA-99810,99810,Sectors not specified,1/1/2005,6/28/2007,UGANDA,UG,,1/1/2006,8836.47756
SMR ramavtal 06-07 - SYD,Sweden,SE-0-SE-6-7430003001-UGA-12220,12220,Basic health care,1/1/2006,12/28/2008,UGANDA,UG,,1/1/2006,41526.86043
SMR ramavtal 06-07 - SYD,Sweden,SE-0-SE-6-7430003001-UGA-12220,12220,Basic health care,1/1/2006,12/28/2008,UGANDA,UG,,1/1/2007,45153.08916
SMR ramavtal 06-07 - SYD,Sweden,SE-0-SE-6-7430003001-UGA-13040,13040,STD control including HIV/AIDS,1/1/2006,12/28/2008,UGANDA,UG,,1/1/2006,76246.04994
SMR ramavtal 06-07 - SYD,Sweden,SE-0-SE-6-7430003001-UGA-13040,13040,STD control including HIV/AIDS,1/1/2006,12/28/2008,UGANDA,UG,,1/1/2007,82904.03256
SMR ramavtal 06-07 - SYD,Sweden,SE-0-SE-6-7430003001-UGA-15150,15150,Strengthening civil society,1/1/2006,12/28/2008,UGANDA,UG,,1/1/2006,331534.0485
SMR ramavtal 06-07 - SYD,Sweden,SE-0-SE-6-7430003001-UGA-15150,15150,Strengthening civil society,1/1/2006,12/28/2008,UGANDA,UG,,1/1/2007,360484.4987
SMR ramavtal 06-07 - SYD,Sweden,SE-0-SE-6-7430003001-UGA-15220,15220,"Civilian peace-building, conflict prevention and resolution",1/1/2006,12/28/2008,UGANDA,UG,,1/1/2006,56503.73645
SMR ramavtal 06-07 - SYD,Sweden,SE-0-SE-6-7430003001-UGA-15220,15220,"Civilian peace-building, conflict prevention and resolution",1/1/2006,12/28/2008,UGANDA,UG,,1/1/2007,61437.80984
SMR ramavtal 06-07 - SYD,Sweden,SE-0-SE-6-7430003001-UGA-16030,16030,Housing policy and administrative management,1/1/2006,12/28/2008,UGANDA,UG,,1/1/2006,8850.040009
SMR ramavtal 06-07 - SYD,Sweden,SE-0-SE-6-7430003001-UGA-16030,16030,Housing policy and administrative management,1/1/2006,12/28/2008,UGANDA,UG,,1/1/2007,9622.789493
SMR ramavtal 06-07 - SYD,Sweden,SE-0-SE-6-7430003001-UGA-24040,24040,Informal/semi-formal financial intermediaries,1/1/2006,12/28/2008,UGANDA,UG,,1/1/2006,12934.64256
SMR ramavtal 06-07 - SYD,Sweden,SE-0-SE-6-7430003001-UGA-24040,24040,Informal/semi-formal financial intermediaries,1/1/2006,12/28/2008,UGANDA,UG,,1/1/2007,14064.07695
SMR ramavtal 06-07 - SYD,Sweden,SE-0-SE-6-7430003001-UGA-43040,43040,Rural development,1/1/2006,12/28/2008,UGANDA,UG,,1/1/2006,40165.32624
SMR ramavtal 06-07 - SYD,Sweden,SE-0-SE-6-7430003001-UGA-43040,43040,Rural development,1/1/2006,12/28/2008,UGANDA,UG,,1/1/2007,43672.66001
SMR ramavtal 06-07 - SYD,Sweden,SE-0-SE-6-7430003001-UGA-43081,43081,Multisector education/training,1/1/2006,12/28/2008,UGANDA,UG,,1/1/2006,113007.4729
SMR ramavtal 06-07 - SYD,Sweden,SE-0-SE-6-7430003001-UGA-43081,43081,Multisector education/training,1/1/2006,12/28/2008,UGANDA,UG,,1/1/2007,122875.6197
Svenska Ky2006-2007,Sweden,SE-0-SE-6-7430003301-UGA-12220,12220,Basic health care,1/1/2006,6/28/2009,UGANDA,UG,,1/1/2006,1250.728981
Svenska Ky2006-2007,Sweden,SE-0-SE-6-7430003301-UGA-12220,12220,Basic health care,1/1/2006,6/28/2009,UGANDA,UG,,1/1/2007,1473.029966
Svenska Ky2006-2007,Sweden,SE-0-SE-6-7430003301-UGA-13040,13040,STD control including HIV/AIDS,1/1/2006,6/28/2009,UGANDA,UG,,1/1/2006,2948.069385
Svenska Ky2006-2007,Sweden,SE-0-SE-6-7430003301-UGA-13040,13040,STD control including HIV/AIDS,1/1/2006,6/28/2009,UGANDA,UG,,1/1/2007,3472.142064
Svenska Ky2006-2007,Sweden,SE-0-SE-6-7430003301-UGA-15150,15150,Strengthening civil society,1/1/2006,6/28/2009,UGANDA,UG,,1/1/2006,25997.17901
Svenska Ky2006-2007,Sweden,SE-0-SE-6-7430003301-UGA-15150,15150,Strengthening civil society,1/1/2006,6/28/2009,UGANDA,UG,,1/1/2007,30617.98002
Svenska Ky2006-2007,Sweden,SE-0-SE-6-7430003301-UGA-15220,15220,"Civilian peace-building, conflict prevention and resolution",1/1/2006,6/28/2009,UGANDA,UG,,1/1/2006,3484.192966
Svenska Ky2006-2007,Sweden,SE-0-SE-6-7430003301-UGA-15220,15220,"Civilian peace-building, conflict prevention and resolution",1/1/2006,6/28/2009,UGANDA,UG,,1/1/2007,4103.440621
Svenska Ky2006-2007,Sweden,SE-0-SE-6-7430003301-UGA-24040,24040,Informal/semi-formal financial intermediaries,1/1/2006,6/28/2009,UGANDA,UG,,1/1/2006,9201.714293
Svenska Ky2006-2007,Sweden,SE-0-SE-6-7430003301-UGA-24040,24040,Informal/semi-formal financial intermediaries,1/1/2006,6/28/2009,UGANDA,UG,,1/1/2007,10837.2919
Svenska Ky2006-2007,Sweden,SE-0-SE-6-7430003301-UGA-43040,43040,Rural development,1/1/2006,6/28/2009,UGANDA,UG,,1/1/2006,3752.186944
Svenska Ky2006-2007,Sweden,SE-0-SE-6-7430003301-UGA-43040,43040,Rural development,1/1/2006,6/28/2009,UGANDA,UG,,1/1/2007,4419.0899
Svenska Ky2006-2007,Sweden,SE-0-SE-6-7430003301-UGA-43081,43081,Multisector education/training,1/1/2006,6/28/2009,UGANDA,UG,,1/1/2006,7861.744402
Svenska Ky2006-2007,Sweden,SE-0-SE-6-7430003301-UGA-43081,43081,Multisector education/training,1/1/2006,6/28/2009,UGANDA,UG,,1/1/2007,9259.045504
Svenska Ky2006-2007,Sweden,SE-0-SE-6-7430003301-UGA-99810,99810,Sectors not specified,1/1/2006,6/28/2009,UGANDA,UG,,1/1/2006,34841.65842
Svenska Ky2006-2007,Sweden,SE-0-SE-6-7430003301-UGA-99810,99810,Sectors not specified,1/1/2006,6/28/2009,UGANDA,UG,,1/1/2007,41034.40622
Akuffo UGA,Sweden,SE-0-SE-6-7500032301-UGA-12182,12182,Medical research,9/1/2003,11/28/2003,UGANDA,UG,,1/1/2003,6932.323194
Innov.system UGANDA 2007,Sweden,SE-0-SE-6-7500043501-UGA-43082,43082,Research/scientific institutions,1/1/2007,5/28/2007,UGANDA,UG,,1/1/2007,100628.9308
ISCP-UGA 2007-2009,Sweden,SE-0-SE-6-7500050501-UGA-32182,32182,Technological research and development,11/1/2007,3/28/2010,UGANDA,UG,,1/1/2007,192378.8383
ISCP-UGA 2007-2009,Sweden,SE-0-SE-6-7500050501-UGA-32182,32182,Technological research and development,11/1/2007,3/28/2010,UGANDA,UG,,1/1/2008,178151.7134
ISCP-UGA 2007-2009,Sweden,SE-0-SE-6-7500050501-UGA-32182,32182,Technological research and development,11/1/2007,3/28/2010,UGANDA,UG,,1/1/2009,65717.61746
IT-policy för Makere Uni,Sweden,SE-0-SE-6-7500715501-UGA-43082,43082,Research/scientific institutions,6/1/2000,6/28/2001,UGANDA,UG,,1/1/2000,32748.94658
IT-policy för Makere Uni,Sweden,SE-0-SE-6-7500715501-UGA-43082,43082,Research/scientific institutions,6/1/2000,6/28/2001,UGANDA,UG,,1/1/2001,87054.08961
Korttid Akuffo,Sweden,SE-0-SE-6-7500716001-UGA-11420,11420,Higher education,8/1/2000,12/28/2000,UGANDA,UG,,1/1/2000,9315.874506
Uganda Forskning - 2001,Sweden,SE-0-SE-6-7500717301-UGA-11420,11420,Higher education,9/1/2000,9/28/2002,UGANDA,UG,,1/1/2000,594447.9619
Uganda Forskning - 2001,Sweden,SE-0-SE-6-7500717301-UGA-11420,11420,Higher education,9/1/2000,9/28/2002,UGANDA,UG,,1/1/2001,895308.2682
Uganda Forskning - 2001,Sweden,SE-0-SE-6-7500717301-UGA-11420,11420,Higher education,9/1/2000,9/28/2002,UGANDA,UG,,1/1/2002,30701.05956
Makerere Univ-ICT,Sweden,SE-0-SE-6-7500721001-UGA-22040,22040,Information and communication technology (ICT),9/1/2000,9/28/2002,UGANDA,UG,,1/1/2001,638396.6571
Makerere Univ-ICT,Sweden,SE-0-SE-6-7500721001-UGA-22040,22040,Information and communication technology (ICT),9/1/2000,9/28/2002,UGANDA,UG,,1/1/2002,349758.2553
"Korttid Akuffo, Uganda",Sweden,SE-0-SE-6-7500721801-UGA-43082,43082,Research/scientific institutions,6/1/2001,12/28/2001,UGANDA,UG,,1/1/2001,3341.135959
Res. coop. Uganda 02-05,Sweden,SE-0-SE-6-7500722401-UGA-31182,31182,Agricultural research,1/1/2002,12/28/2005,UGANDA,UG,,1/1/2001,7912.15275
Res. coop. Uganda 02-05,Sweden,SE-0-SE-6-7500722401-UGA-31182,31182,Agricultural research,1/1/2002,12/28/2005,UGANDA,UG,,1/1/2002,4216825.429
Res. coop. Uganda 02-05,Sweden,SE-0-SE-6-7500722401-UGA-31182,31182,Agricultural research,1/1/2002,12/28/2005,UGANDA,UG,,1/1/2003,3213446.355
Res. coop. Uganda 02-05,Sweden,SE-0-SE-6-7500722401-UGA-31182,31182,Agricultural research,1/1/2002,12/28/2005,UGANDA,UG,,1/1/2004,2739246.393
Res. coop. Uganda 02-05,Sweden,SE-0-SE-6-7500722401-UGA-31182,31182,Agricultural research,1/1/2002,12/28/2005,UGANDA,UG,,1/1/2005,2269069.643
Bilateralt forskningssamar Uganda fas II 2005-10,Sweden,SE-0-SE-6-7500730401-UGA-43082,43082,Research/scientific institutions,7/1/2005,11/28/2010,UGANDA,UG,,1/1/2005,3009538.435
